City_ID,City,Long,Lat,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
549,kurilsk,147.8833,45.2333,-5.47,81,100,10.18,RU,2023-01-21 14:15:52
550,saint-pierre,55.4781,-21.3393,27.82,65,0,2.06,RE,2023-01-21 14:15:53
551,bambey,-16.4493,14.6955,16.59,71,1,4.47,SN,2023-01-21 14:15:53
552,san quintin,-115.95,30.4833,13.16,68,0,3.76,MX,2023-01-21 14:15:54
553,wadi musa,35.4793,30.3222,7.47,53,4,1.14,JO,2023-01-21 14:15:55
554,green river,-109.4662,41.5286,-10.78,100,40,1.28,US,2023-01-21 14:15:56
555,ust-koksa,85.6108,50.2696,-15.91,97,100,1.58,RU,2023-01-21 14:15:57
556,lelydorp,-55.2333,5.7,23.3,94,91,0.73,SR,2023-01-21 14:15:57
557,jaru,-62.4664,-10.4389,21.35,98,53,1.51,BR,2023-01-21 14:15:58
558,cidreira,-50.2056,-30.1811,23.69,88,67,6.77,BR,2023-01-21 14:15:59
559,quang ngai,108.8,15.1167,20.91,86,100,3.35,VN,2023-01-21 14:15:59
560,aleksandrov gay,48.5704,50.147,-9.0,78,9,4.53,RU,2023-01-21 14:16:00
561,narimanov,47.8498,46.6927,-9.05,77,2,6.94,RU,2023-01-21 14:16:01
562,dubuque,-90.8668,42.4833,-2.75,76,100,4.63,US,2023-01-21 14:13:45
563,fallon,-118.7774,39.4735,-4.07,74,20,0.0,US,2023-01-21 14:11:03
564,xuddur,43.8894,4.1213,20.36,72,82,8.31,SO,2023-01-21 14:16:03
565,sinjar,41.8754,36.3209,7.4,55,0,1.19,IQ,2023-01-21 14:16:03
566,ust-karsk,118.8077,52.7011,-33.47,93,100,1.08,RU,2023-01-21 14:16:04
567,kibala,18.3463,9.1104,22.77,22,79,2.23,TD,2023-01-21 14:16:06
568,mbaiki,17.9892,3.8678,21.07,30,98,1.04,CF,2023-01-21 14:16:06
569,olinda,-34.8553,-8.0089,26.85,74,40,2.57,BR,2023-01-21 14:16:07
570,mirebalais,-72.1053,18.8333,23.4,80,5,0.84,HT,2023-01-21 14:16:08
571,portland,-122.6762,45.5234,4.23,92,100,2.68,US,2023-01-21 14:09:49
572,berlevag,29.0864,70.8578,2.0,75,20,9.26,NO,2023-01-21 14:16:09
573,antofagasta,-70.4,-23.65,18.6,79,55,2.68,CL,2023-01-21 14:13:46
574,katobu,122.5276,-4.9408,30.46,62,73,1.96,ID,2023-01-21 14:16:11
575,malmyzh,50.6818,56.5205,-10.13,82,100,4.84,RU,2023-01-21 14:16:11
576,narasannapeta,84.05,18.4167,24.29,68,82,2.05,IN,2023-01-21 14:16:12
577,salina cruz,-95.2,16.1667,25.38,72,40,1.57,MX,2023-01-21 14:16:13
578,dhidhdhoo,73.1,6.8833,25.74,66,2,2.74,MV,2023-01-21 14:16:13
579,luorong,109.6086,24.4058,14.79,39,43,1.34,CN,2023-01-21 14:16:14
580,arlit,7.3853,18.7369,17.74,12,0,3.39,NE,2023-01-21 14:16:15
581,tra vinh,106.3453,9.9347,27.44,70,97,1.95,VN,2023-01-21 14:16:16
582,grand gaube,57.6608,-20.0064,25.22,90,100,1.34,MU,2023-01-21 14:16:17
583,tabas,56.9244,33.5959,3.89,44,0,1.24,IR,2023-01-21 14:16:17
584,rosarito,-117.0333,32.3333,12.04,62,0,3.43,MX,2023-01-21 14:16:18
585,ilinskiy,38.1182,55.619,-0.27,74,0,5.0,RU,2023-01-21 14:16:19
586,kwinana,115.7667,-32.25,36.62,31,0,3.58,AU,2023-01-21 14:16:20
587,lasa,10.7002,46.6166,-6.28,93,71,3.67,IT,2023-01-21 14:16:20
588,nago,127.9761,26.5881,19.47,61,100,2.36,JP,2023-01-21 14:16:21
